

"Board Report"
"Save Time: 01/02/2015 10:19:37"
"User Name:c1ghutx8"
""

"Total 1,579 Records"

"NE","Board Name","Board Type","NE Type","Subrack ID","Slot ID","Hardware Version","Software Version","Serial Number","Alias","Remarks","Customized Column","Subrack Type","NE ID","Board Bar Code","BIOS Version","FPGA Version","Board Status","Board BOM Item","Management","Description","Manufacture Date"
TRDCGJTRO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ACMBGJACO07 WDM_OT40_025ZCEN,-,OptiX OSN 1800 2U Subrack,12-3123,030JVE10C2000063,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-21
ACMBGJACO07.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TRDCGJTRO01 WDM_OT40_025ZCEN,-,OptiX OSN 1800 2U Subrack,12-3124,030JVE10B5000128,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-20
TMPCXTAGO0C.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CDQTVRQU001 WDM_OT40_069ZNTE,-,OptiX OSN 1800 2U Subrack,12-1131,030KAA10C1000053,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-29
TCMNXKTEO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,4,VER.A,1.10,--,--,DIR: al-ARMRXKAMO01 WDM_OT40_002UCEN,-,OptiX OSN 1800 2U Subrack,12-4007,030JVE10D8000008,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-08-15
TCMNXKTEO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-COLMXKCOO09 WDM_OT40_002UCEN,-,OptiX OSN 1800 2U Subrack,12-4007,030JVE10B5000022,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-11
TQSQJATQO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-HRTAJALHO02 WDM_OT40_033ZCEN,-,OptiX OSN 1800 2U Subrack,12-4144,030JVE10CB000035,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-11-30
BCVNXRBNO01.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-FNDCXRRMO00 WDM_OT40_001ZNOO C,-,OptiX OSN 1800 2U Subrack,12-1287,030KAH10D9000030,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2013-10-04
BCVNXRBNO01.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-NVJAXRNAO0J WDM_OT40_001ZNOO C,-,OptiX OSN 1800 2U Subrack,12-1287,030KAH10DA000016,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2013-10-08
PLAUXDPLO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-NVRSXDROO04 WDM_OT40_009ZNTE,-,OptiX OSN 1800 2U Subrack,12-1044,030KAA10B9000031,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-08
PLAUXDPLO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MZQZXDMUO00 WDM_OT40_009ZNTE,-,OptiX OSN 1800 2U Subrack,12-1044,030KAA10B9000033,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-08
ACPLXGLUO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ACPLXGHIO19 WDM_OT40_108ZMET,-,OptiX OSN 1800 2U Subrack,12-2337,030KAA10D4000098,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-04-25
CCLTXGULO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-WLCRXGCIO00 WDM_OT40_079ZSUR,-,OptiX OSN 1800 2U Subrack,12-2185,030KAA10C3000038,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-02
CCLTXGULO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CCLTXGULO00 WDM_OT40_079ZSUR,-,OptiX OSN 1800 2U Subrack,12-2185,030KAA10C3000033,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-02
EMCZVRECO01.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-VGALVRVDO00 WDM_CT08_041ZSUR,-,OptiX OSN 1800 2U Subrack,12-2134,030KAC10BC000039,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
SNRLVRSRO01.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-NTLAVRNAO00 WDM_CT08_041ZSUR,-,OptiX OSN 1800 2U Subrack,12-2137,030KAC10B5000031,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
CDMXDFVLO3S.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TXCCXMTEO0H WDM_OT40-3372UMET,-,OptiX OSN 1800 2U Subrack,12-3059,030KAA10B3000026,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-26
TXCCXMTEO0H.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CDMXDFVLO3S WDM_OT40_3372UMET,-,OptiX OSN 1800 2U Subrack,12-3058,030KAA10A4000004,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-08
CLCNXSAYO0E.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CLCNXSHIO00 WDM_OT40_052UOCC,-,OptiX OSN 1800 2U Subrack,12-1358,030JVE10DB000012,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-11-11
CLCNXSHIO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CLCNXSVBO02 WDM_OT40_052UOCC,-,OptiX OSN 1800 2U Subrack,12-1359,030JVE10E5000014,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2014-06-02
CLCNXSHIO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CLCNXSAYO0E  WDM_OT40_052UOCC,-,OptiX OSN 1800 2U Subrack,12-1359,030JVE10E6000009,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2014-07-02
PPLPOAPOA00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SJBTOATTO0N WDM_CT08_048ZSUR,-,OptiX OSN 1800 2U Subrack,12-2143,030KAC10BC000060,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
SJBTOATTO0N.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-PPLPOAPAO00 WDM_CT08_048ZSUR,-,OptiX OSN 1800 2U Subrack,12-2142,030KAC10BC000008,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-18
SJBTOATTO0N.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-OTTTVROTO00 WDM_CT08_048ZSUR,-,OptiX OSN 1800 2U Subrack,12-2142,030KAC10BC000032,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
CSLCXQPAO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CSLCXQBDO03 WDM_OT40_076ZNOO,-,OptiX OSN 1800 2U Subrack,12-1355,030KAA10E5000049,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2014-05-06
CSLCXQPAO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CSLCXQCSO0L WDM_OT40_076ZNOO,-,OptiX OSN 1800 2U Subrack,12-1355,030KAA10E5000035,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2014-05-06
DOHIGJDHO0E.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SFLPGJSFO07 WDM_OT40_130ZCEN,-,OptiX OSN 1800 2U Subrack,12-3135,030JVE10C7000079,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-07-28
SYNQXMSFO08.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TULAHGTUO15 WDM_OT40_181UCEN,-,OptiX OSN 1800 2U Subrack,12-3051,030JVE10B3000031,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
SYNQXMSFO08.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-JILTXMJIO04 WDM_OT40_181UCEN,-,OptiX OSN 1800 2U Subrack,12-3051,030JVE10B6000045,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-07-03
TLPCVRTLO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2013,030KAA10DC000067,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-11
TLPCVRTLO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2013,030KAA10DC000056,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-11
TZTNPBMIO0A.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2012,030KAA10DC000244,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-27
CSLCXQCSO0L.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-CSLCXQPAO04 WDM_OT40_076ZNOO,-,OptiX OSN 1800 2U Subrack,12-1110,030KAA10E5000037,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2014-05-06
CSLCXQCSO0L.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SJDCXQSJO0Q WDM_OT40_076ZNOO,-,OptiX OSN 1800 2U Subrack,12-1110,030KAA10A5000005,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-18
PRRLTAPRO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-VLHRTAVLO1E WDM_OT40_404ZSUR,-,OptiX OSN 1800 2U Subrack,12-2261,030KAA10D1000006,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-01-06
PRRLTAPRO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-PYDRTAPDO06 WDM_OT40_404ZSUR,-,OptiX OSN 1800 2U Subrack,12-2261,030KAA10CB000148,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-26
JALPVRAMO0O.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-BLLAVRBAO00 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2090,030KAA10B9000020,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-03
CCTZVRCCO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-NLCOVRNLO02 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2092,030KAA10B9000005,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-03
CCTZVRCCO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-BLLAVRBAO00 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2092,030KAA10B9000015,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-03
BLLAVRBAO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CCTZVRCCO01 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2091,030KAA10B9000057,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-10
BLLAVRBAO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-JALPVRAMO0O WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2091,030KAA10B9000042,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-10
OTTTVROTO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SJBTOATTO0N WDM_CT08_048ZSUR,-,OptiX OSN 1800 2U Subrack,12-2141,030KAC10BC000021,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-18
OAXCOALJO08.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,4,VER.A,1.10,--,--,-,-,OptiX OSN 1800 1U Subrack,12-2046,030KAC10B5000024,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
RYMNOARMO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,4,VER.A,1.10,--,--,-,-,OptiX OSN 1800 1U Subrack,12-2045,030KAC10B5000040,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
HDLNOAMIO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2040,030KAC10B5000030,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
HDLNOAHUO0H.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,4,VER.A,1.10,--,--,-,-,OptiX OSN 1800 1U Subrack,12-2039,030KAC10B5000014,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
SMHTOASHO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,4,VER.A,1.10,--,--,-,-,OptiX OSN 1800 1U Subrack,12-2048,030KAC10B5000015,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
BHDHOABDO0A.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,4,VER.A,1.10,--,--,DIR: al-SMHTOASHO00 WDM_CT08_301ZSUR,-,OptiX OSN 1800 1U Subrack,12-2047,030KAC10B5000012,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
CMPHXCCAO0Q.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SYPYXCSPO03 WDM_CT08_204ZSUR,-,OptiX OSN 1800 2U Subrack,12-2034,030KAC10B1000001,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-01-05
NLCOVRNLO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CCNQVRCHO02 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2093,030KAA10A5000010,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-17
NLCOVRNLO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CCTZVRCCO01 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2093,030KAA10B9000044,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-10
HYTPXXHEO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SNSXXXSSO02 WDM_OT40_030ZSUR,-,OptiX OSN 1800 2U Subrack,12-2253,030KAA10C1000057,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-30
ARNDJAARO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
Dir. al-SICGJASIO02-MR8-1/6/9_Sn Ignacio Cerro Gordo",-,OptiX OSN 1800 2U Subrack,12-4124,030KAA10C3000119,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-29
TIJNXBPPO0S.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-24,030KAA10B3000025,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-23
TIJNXBPPO0S.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-24,030KAA10B3000019,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-23
TIJNXBOTO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-27,030KAA10B5000002,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
TIJNXBOTO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-27,030KAA10AB000005,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2010-11-19
TIJNXBPPO0S.02,MR8,TNF1MR8 (TNF1MR801),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR801_(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-25,030JYU10B7000082,/,/,Normal,03030JYU,--,"OptiX OSN 1800,TNF1MR801,8-Channel Optical Add/Drop Multiplexing Board(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",2011-07-12
TIJNXBPPO0S.02,MR8,TNF1MR8 (TNF1MR801),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR801_(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-25,030JYU10B7000075,/,/,Normal,03030JYU,--,"OptiX OSN 1800,TNF1MR801,8-Channel Optical Add/Drop Multiplexing Board(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",2011-07-12
TIJNXBLOO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-29,030KAA10B3000012,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-23
TIJNXBLOO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-29,030KAA10B5000004,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
CCNQVRCHO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-NLCOVRNLO02 WDM_OT40_057ZSUR,-,OptiX OSN 1800 2U Subrack,12-2194,030KAA10D1000014,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-01-06
