

"Board Report"
"Save Time: 01/02/2015 10:19:37"
"User Name:c1ghutx8"
""

"Total 1,579 Records"

"NE","Board Name","Board Type","NE Type","Subrack ID","Slot ID","Hardware Version","Software Version","Serial Number","Alias","Remarks","Customized Column","Subrack Type","NE ID","Board Bar Code","BIOS Version","FPGA Version","Board Status","Board BOM Item","Management","Description","Manufacture Date"
SLSYJASLO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"DIR: al-JCTPJAJOO03 ANILLO_OT40_128ZNOO
",-,OptiX OSN 1800 2U Subrack,12-4046,030JVE10C1000071,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
SLSYJASLO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TXUCJATXO00 ANILLO_OT40_128ZNOO,-,OptiX OSN 1800 2U Subrack,12-4046,030JVE10C1000077,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
TZALJATZO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM
al-TXUCJATXO00-1/6/5
",-,OptiX OSN 1800 2U Subrack,12-4048,030JVE10C1000067,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
TCHTJATTO03,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-4190,030KAA10DB000031,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-11-13
HRMSXRNUO09,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1324,030JVE10DA000031,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-10-20
HRMSXRNUO09,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1324,030JVE10DA000037,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-10-20
HRMSXRRGO01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1325,030JVE10DA000023,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-10-20
HRMSXRRGO01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1325,030JVE10DA000045,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-10-20
HRMSXRFRO02,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1327,030JVE10B5000049,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-12
HRMSXRFRO02,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1327,030JVE10DA000028,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2013-10-20
MXLCXBAR01Q.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-64,030KAA10B5000027,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
BNJATAIBO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CRNSTACAO0H,-,OptiX OSN 1800 2U Subrack,12-2106,030JVE10C1000008,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-04
CRNSTACAO0H.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-BNJATAIBO01,-,OptiX OSN 1800 2U Subrack,12-2107,030JVE10C1000064,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
CRNSTACAO0H.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-ODFETAODO01,-,OptiX OSN 1800 2U Subrack,12-2107,030JVE10C1000012,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-04
JOYAVRLJO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-VDRAVRPRO02 WDM_OT40_026ZSUR,-,OptiX OSN 1800 2U Subrack,12-2483,030KAA10DC000102,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-12
JOYAVRLJO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ACJTVRACO01 WDM_OT40_026ZSUR,-,OptiX OSN 1800 2U Subrack,12-2483,030KAA10DC000093,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-12
GDVCXRGUO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-68,030KAA10A7000017,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-25
GDVCXRGUO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-68,030KAA10A7000018,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-25
CLTNJACLO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-HJCRJAHCO01 WDM_OT40_151ZNTE,-,OptiX OSN 1800 2U Subrack,12-1339,030KAA10DC000057,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-11
MCOCXBMIO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-65,030KAA10B5000016,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
MCOCXBMIO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-65,030KAA10B5000017,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
SLTIXREJO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-70,030KAA10B5000001,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
SLTIXREJO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-70,030KAA10B1000011,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-02-01
UDTLJAUDO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR:al-AYUTJAAYO02 WDM_OT40_146ZOCC,-,OptiX OSN 1800 2U Subrack,12-4197,030KAA10DC000090,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-12-12
NYLLXBEJO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-67,030KAA10B3000020,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-23
NYLLXBEJO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-67,030KAA10B3000029,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-03-26
AYUTJAAYO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-4198,030KAA10E5000033,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2014-05-05
NVLNXBNUO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-66,030KAA10B5000032,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
NVLNXBNUO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-66,030KAA10B5000018,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
BERMEJILLO,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-1254,030KAA10C4000133,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-04-17
SLRCXRSNO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-71,030KAA10B9000146,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-18
TQPQJATLO13.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR805_(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4108,030KAH10C3000058,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-03-24
CLRAJALCO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4021,030JVE10B3000028,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
CLRAJALCO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4021,030JVE10B3000110,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
TLJCJATLO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4026,030JVE10B3000116,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
TLJCJATLO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4026,030JVE10B5000018,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-12
CLRAJALCO01.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR805_(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4107,030KAH10C3000071,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-03-24
JCTPJAJOO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,5,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4020,030JVE10B3000114,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
JCTPJAJOO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4020,030JVE10B5000131,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
TQPQJATLO13.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4018,030JVE10B5000028,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-11
ZPPNJALAO0J.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4019,030JVE10B6000005,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-06-03
CHPLJACHO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4017,030JVE10B5000148,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
CHPLJACHO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,5,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-4017,030JVE10B3000053,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-21
ZRGZXDZRO03.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SNCRXDSCO02 WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1003,030JVE10B5000172,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
ZRGZXDZRO03.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-MRLSXDMRO02 WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1003,030JVE10B5000151,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
SCRIVTSCO00 SUCHILAPAN,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2255,030JVE10B5000108,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-22
SATXVRSAO02.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SHPNVRSIO00 WDM_OT08_043ZSUR,-,OptiX OSN 1800 2U Subrack,12-2029,030KAC10B5000060,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-19
SHPNVRSIO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SATXVRSAO02 WDM_OT08_043ZSUR,-,OptiX OSN 1800 2U Subrack,12-2030,030KAC10B5000038,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
NVJAXRNAO0K.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CDOBXROBO0W WDM_OT40_002UNOO,-,OptiX OSN 1800 2U Subrack,12-1020,030JVE10B3000032,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
ZTLLXXSPO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-HMNTXXHUO0J WDM_OT40_168ZSUR,-,OptiX OSN 1800 2U Subrack,12-2196,030KAA10D4000045,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-04-11
ZTLLXXSPO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TXHIPBTEO03 WDM_OT40_168ZSUR,-,OptiX OSN 1800 2U Subrack,12-2196,030KAA10C3000024,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-02
CDACXDCAO07.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SNCRXDSCO02 WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1001,030JVE10B5000184,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
CDACXDCAO07.01,MR4,TNF1MR4 (TNF1MR414),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-SNCRXDSCO02 WDM_OT40_003ZNTE C,-,OptiX OSN 1800 2U Subrack,12-1001,030JVD10C4000056,/,/,Normal,03030JVD,--,"OptiX OSN 1800,TNF1MR414,4-Channel Optical Add/Drop Multiplexing Board(193.7/193.8/193.9/194.0THz),DWDM",2012-04-21
ESPZPBEPO0C.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CDSRPBCSO02 WDM_OT40_101ZSUR,-,OptiX OSN 1800 2U Subrack,12-2335,030KAA10DB000099,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-11-23
SNCRXDSCO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CDACXDCAO07 WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1002,030JVE10B5000152,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
SNCRXDSCO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-ZRGZXDZRO03 WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1002,030JVE10B5000165,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
SNCRXDSCO02.01,MR4,TNF1MR4 (TNF1MR414),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-CDACXDCAO07 WDM_OT40_003ZNTE C,-,OptiX OSN 1800 2U Subrack,12-1002,030JVD10C4000053,/,/,Normal,03030JVD,--,"OptiX OSN 1800,TNF1MR414,4-Channel Optical Add/Drop Multiplexing Board(193.7/193.8/193.9/194.0THz),DWDM",2012-04-21
QNGROASGO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ZMALOAZTO06 WDM_OT40_309ZSUR,-,OptiX OSN 1800 2U Subrack,12-2173,030JVE10C1000045,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-19
ZMALOAZTO06.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-QNGROASGO01 WDM_OT40_309ZSUR,-,OptiX OSN 1800 2U Subrack,12-2174,030JVE10C1000034,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-19
SATXVRSAO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SGTXVRSTO05 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2021,030JVE10B5000158,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
SATXVRSAO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CTMCVRCAO04 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2021,030JVE10B5000173,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
SGTXVRSTO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ALVRVRALO04 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2022,030JVE10B5000179,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
