

"OTU Board Wavelength Info Report"
"Save Time: 01/02/2015 11:12:31"
"User Name:c1ghutx8"
""

"Total 3,909 Records"

"NE Name","NE Type","NE ID","Slot No.","Board Name","Port No.","Port Name","Wavelength(Band/No./Wavelength/Frequency)"
TCTIXBTEDSA.01,OptiX OSN 1800,12-63,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TCTIXBTEDSA.01,OptiX OSN 1800,12-63,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
TCTIXBTEO0F.01,OptiX OSN 1800,12-72,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_AL-TCTIXBPDO00-LQM-1/1/1),CWDM/11/1471.00nm/-THz
TCTIXBTEO0G.01,OptiX OSN 1800,12-83,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TCTIXBTEO0G.01,OptiX OSN 1800,12-83,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_A-EJBJXBECO01-LQM2-1/1/1),C/62/1553.33nm/193.000THz
TCTIXBTEO0G.01,OptiX OSN 1800,12-83,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
TCTIXBTEO0G.01,OptiX OSN 1800,12-83,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
TCTLJATCO01.01,OptiX OSN 1800,12-4070,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TDALJATDO02.01,OptiX OSN 1800,12-4067,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/193.4/AMECJAAMO03-TDALJATDO02),C/54/1550.12nm/193.400THz
TDALJATDO02.01,OptiX OSN 1800,12-4067,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_1/2.5Gb/193.3/GUILJAATO01-TDALJATDO02),C/56/1550.92nm/193.300THz
TDLPPBTDO01.01,OptiX OSN 1800,12-2125,Shelf0(Repisa 1)-2,LOE,1,1(IN1/OUT1_1/10Gb/193.60/TDLPPBTDO01-THCNPBINO0L),C/50/1548.51nm/193.600THz
TDLPPBTDO01.01,OptiX OSN 1800,12-2125,Shelf0(Repisa 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/JMPSPBMPO00-TDLPPBTDO01),C/56/1550.92nm/193.300THz
TDRIPBTRO02.01,OptiX OSN 1800,12-2414,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
TDRIPBTRO02.01,OptiX OSN 1800,12-2414,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TDRIPBTRO02.01,OptiX OSN 1800,12-2414,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),C/64/1554.13nm/192.900THz
TECLJATEO03.01,OptiX OSN 1800,12-4077,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_AL_ATLNJAAUO07_LQM2-1/1/1),C/64/1554.13nm/192.900THz
TECLJATEO03.01,OptiX OSN 1800,12-4077,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_AL_ATLNJAAUO07_LQM2-1/1/2),C/62/1553.33nm/193.000THz
TECLJATEO03.01,OptiX OSN 1800,12-4077,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1),C/50/1548.51nm/193.600THz
TEOCJATCO00.01,OptiX OSN 1800,12-4169,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_1/10Gb/193.6/SYLAJASAO04-TEOCJATCOO_128ZNOO),C/50/1548.51nm/193.600THz
TEXMPBTMO0E.01,OptiX OSN 1800,12-2151,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1),C/6/1531.12nm/195.800THz
TEXMPBTMO0E.01,OptiX OSN 1800,12-2151,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_A-SRTLPBSTO00-LQM-1/1/1),CWDM/11/1471.00nm/-THz
THCNPBINO0L.01,OptiX OSN 1800,12-2127,Shelf0(Repisa 1)-4,LOE,1,1(IN1/OUT1_3/10Gb/193.50/JMPSPBMPO00-THCNPBINO0L),C/52/1549.32nm/193.500THz
THCNPBINO0L.01,OptiX OSN 1800,12-2127,Shelf0(Repisa 1)-3,LOE,1,1(IN1/OUT1_1/10Gb/193.60/TDLPPBTDO01-THCNPBINO0L),C/50/1548.51nm/193.600THz
THCNPBINO0L.01,OptiX OSN 1800,12-2127,Shelf0(Repisa 1)-2,LQM,1,1(IN1/OUT1_2/2.5Gb/193.40/JMPSPBMPO00-THCNPBINO0L),C/54/1550.12nm/193.400THz
THCNPBINO0L.01,OptiX OSN 1800,12-2127,Shelf0(Repisa 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/JMPSPBMPO00-THCNPBINO0L),C/56/1550.92nm/193.300THz
THCNPBINO0Q.01,OptiX OSN 1800,12-2305,Shelf0(Repisa 1)-1,LOE,1,1(IN1/OUT1_2/10Gb/193.50/SGMIPBSIO01-THCNPBINO0Q),C/52/1549.32nm/193.500THz
THCNPBINO0Q.01,OptiX OSN 1800,12-2305,Shelf0(Repisa 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/SGMIPBSIO01-THCNPBINO0Q),C/64/1554.13nm/192.900THz
THCNPBINO0Q.01,OptiX OSN 1800,12-2305,Shelf0(Repisa 1)-2,LQM2,2,2(IN2/OUT2),/
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_AL-TIJNXBPPO0Q-LQM2-1/2/1),CWDM/11/1471.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_AL-TIJNXBPPO0Q-LQM2-1/2/2),CWDM/12/1491.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1_AL-TIJNXBPPO0Q-LQM2-1/3/1),CWDM/14/1531.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2_AL-TIJNXBPPO0Q-LQM2-1/3/2),CWDM/13/1511.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_AL-TIJNXBPPO0Q-LQM2-1/4/1),CWDM/16/1571.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2_AL-TIJNXBPPO0Q-LQM2-1/4/2),CWDM/17/1591.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-5,LQM2,1,1(IN1/OUT1_A-TIJNXBPPO0Q-LQM2-1/5/1),CWDM/18/1611.00nm/-THz
TIJNXBFLO07.01,OptiX OSN 1800,12-4,Shelf0(REPISA 1)-5,LQM2,2,2(IN2/OUT2),/
TIJNXBGRO00.01,OptiX OSN 1800,12-74,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBGRO00.01,OptiX OSN 1800,12-74,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
TIJNXBGRO00.01,OptiX OSN 1800,12-74,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),C/62/1553.33nm/193.000THz
TIJNXBGRO00.01,OptiX OSN 1800,12-74,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
TIJNXBLOO02.01,OptiX OSN 1800,12-29,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT),C/56/1550.92nm/193.300THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-5,LQM2,1,1(IN1/OUT1),C/78/1559.79nm/192.200THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-5,LQM2,2,2(IN2/OUT2),/
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-1,LQM2,2,2(IN2/OUT2),C/60/1552.52nm/193.100THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-4,LQM2,1,1(IN1/OUT1),C/58/1551.72nm/193.200THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-4,LQM2,2,2(IN2/OUT2),C/80/1560.61nm/192.100THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-3,LQM2,1,1(IN1/OUT1),/
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-3,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-2,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBLOO02.03,OptiX OSN 1800,12-31,Shelf0(REPISA 3)-2,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
TIJNXBLOO02.04,OptiX OSN 1800,12-36,Shelf0(REPISA 4)-6,LSX,1,1(IN/OUT),C/72/1557.36nm/192.500THz
TIJNXBLOO02.04,OptiX OSN 1800,12-36,Shelf0(REPISA 4)-5,LSX,1,1(IN/OUT),C/74/1558.17nm/192.400THz
TIJNXBLOO02.04,OptiX OSN 1800,12-36,Shelf0(REPISA 4)-4,LSX,1,1(IN/OUT),C/76/1558.98nm/192.300THz
TIJNXBLOO02.05,OptiX OSN 1800,12-88,Shelf0(REPISA 5)-6,LQM2,1,1(IN1/OUT1),C/70/1556.55nm/192.600THz
TIJNXBLOO02.05,OptiX OSN 1800,12-88,Shelf0(REPISA 5)-6,LQM2,2,2(IN2/OUT2),/
TIJNXBLOO02.05,OptiX OSN 1800,12-88,Shelf0(REPISA 5)-3,LSX,1,1(IN/OUT),C/68/1555.75nm/192.700THz
TIJNXBLOO02.05,OptiX OSN 1800,12-88,Shelf0(REPISA 5)-4,LSX,1,1(IN/OUT),C/66/1554.94nm/192.800THz
TIJNXBLOO03.03,OptiX OSN 1800,12-16,Shelf0(REPISA 3)-4,LQM2,1,1(IN1/OUT1),C/70/1556.55nm/192.600THz
TIJNXBLOO03.03,OptiX OSN 1800,12-16,Shelf0(REPISA 3)-4,LQM2,2,2(IN2/OUT2),/
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-1,LQM2,2,2(IN2/OUT2),C/60/1552.52nm/193.100THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-2,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-2,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-3,LQM2,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-3,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-4,LQM2,1,1(IN1/OUT1),C/58/1551.72nm/193.200THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-4,LQM2,2,2(IN2/OUT2),C/50/1548.51nm/193.600THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-6,LQM2,1,1(IN1/OUT1),C/76/1558.98nm/192.300THz
TIJNXBLOO03.04,OptiX OSN 1800,12-17,Shelf0(REPISA 4)-6,LQM2,2,2(IN2/OUT2),C/72/1557.36nm/192.500THz
TIJNXBLOO03.06,OptiX OSN 1800,12-53,Shelf0(REPISA 6)-5,LSX,1,1(IN/OUT),C/44/1546.12nm/193.900THz
TIJNXBLOO03.06,OptiX OSN 1800,12-53,Shelf0(REPISA 6)-4,LSX,1,1(IN/OUT),C/46/1546.92nm/193.800THz
TIJNXBLOO03.06,OptiX OSN 1800,12-53,Shelf0(REPISA 6)-3,LSX,1,1(IN/OUT),C/48/1547.72nm/193.700THz
TIJNXBLOO03.06,OptiX OSN 1800,12-53,Shelf0(REPISA 6)-1,LSX,1,1(IN/OUT),C/68/1555.75nm/192.700THz
TIJNXBLOO03.06,OptiX OSN 1800,12-53,Shelf0(REPISA 6)-2,LSX,1,1(IN/OUT),C/66/1554.94nm/192.800THz
TIJNXBOTO03.02,OptiX OSN 1800,12-28,Shelf0(REPISA 2)-2,LQM2,1,1(IN1/OUT1),C/78/1559.79nm/192.200THz
TIJNXBOTO03.02,OptiX OSN 1800,12-28,Shelf0(REPISA 2)-2,LQM2,2,2(IN2/OUT2),C/52/1549.32nm/193.500THz
TIJNXBOTO03.02,OptiX OSN 1800,12-28,Shelf0(REPISA 2)-1,LQM2,1,1(IN1/OUT1),C/50/1548.51nm/193.600THz
TIJNXBOTO03.02,OptiX OSN 1800,12-28,Shelf0(REPISA 2)-1,LQM2,2,2(IN2/OUT2),C/80/1560.61nm/192.100THz
TIJNXBOTO04.02,OptiX OSN 1800,12-19,Shelf0(REPISA 2)-1,LQM2,1,1(IN1/OUT1),C/74/1558.17nm/192.400THz
TIJNXBOTO04.02,OptiX OSN 1800,12-19,Shelf0(REPISA 2)-1,LQM2,2,2(IN2/OUT2),C/72/1557.36nm/192.500THz
TIJNXBOTO04.02,OptiX OSN 1800,12-19,Shelf0(REPISA 2)-2,LQM2,1,1(IN1/OUT1),C/70/1556.55nm/192.600THz
TIJNXBOTO04.02,OptiX OSN 1800,12-19,Shelf0(REPISA 2)-2,LQM2,2,2(IN2/OUT2),/
TIJNXBOTO05.01,OptiX OSN 1800,12-75,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBOTO05.01,OptiX OSN 1800,12-75,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
TIJNXBOTO05.01,OptiX OSN 1800,12-75,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),C/62/1553.33nm/193.000THz
TIJNXBOTO05.01,OptiX OSN 1800,12-75,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_OCUPADO_SIN_ETIQUETA),CWDM/11/1471.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_OCUPADO_SIN_ETIQUETA),CWDM/12/1491.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_AL-TIJNXBPPO0R-LQM2-1/2/1),CWDM/13/1511.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_AL-TIJNXBPPO0R-LQM2-1/2/2),CWDM/16/1571.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1),CWDM/17/1591.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),CWDM/18/1611.00nm/-THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-5,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBPIO0A.01,OptiX OSN 1800,12-2,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/6/1531.12nm/195.800THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-1,LQM2,2,2(IN2/OUT2),C/60/1552.52nm/193.100THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-2,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-2,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-3,LQM2,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-3,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-4,LQM2,1,1(IN1/OUT1),C/58/1551.72nm/193.200THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-4,LQM2,2,2(IN2/OUT2),C/50/1548.51nm/193.600THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-6,LQM2,1,1(IN1/OUT1),C/76/1558.98nm/192.300THz
TIJNXBPIO0C.04,OptiX OSN 1800,12-13,Shelf0(REPISA 4)-6,LQM2,2,2(IN2/OUT2),C/74/1558.17nm/192.400THz
TIJNXBPIO0C.05,OptiX OSN 1800,12-50,Shelf0(REPISA 5)-4,LSX,1,1(IN/OUT),C/68/1555.75nm/192.700THz
TIJNXBPIO0C.05,OptiX OSN 1800,12-50,Shelf0(REPISA 5)-5,LSX,1,1(IN/OUT),C/66/1554.94nm/192.800THz
TIJNXBPIO0C.06,OptiX OSN 1800,12-51,Shelf0(REPISA 6)-1,LSX,1,1(IN/OUT),C/48/1547.72nm/193.700THz
TIJNXBPIO0C.06,OptiX OSN 1800,12-51,Shelf0(REPISA 6)-2,LSX,1,1(IN/OUT),C/46/1546.92nm/193.800THz
TIJNXBPIO0C.06,OptiX OSN 1800,12-51,Shelf0(REPISA 6)-3,LSX,1,1(IN/OUT),C/44/1546.12nm/193.900THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),CWDM/11/1471.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),CWDM/12/1491.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1_al_TIJNXBFLO07-LQM2-1/3/1),CWDM/14/1531.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2_al-TIJNXBFLO07-LQM2-1/3/2),CWDM/13/1511.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1),CWDM/16/1571.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),CWDM/17/1591.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-5,LQM2,1,1(IN1/OUT1_A-TIJNXBFLO07-LQM2-1/5/1),CWDM/18/1611.00nm/-THz
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-5,LQM2,2,2(IN2/OUT2),/
TIJNXBPPO0Q.01,OptiX OSN 1800,12-3,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_AL-TIJNXBPIO0A-LQM2-1/1/1),CWDM/11/1471.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_AL-TIJNXBPIO0A-LQM2-1/1/2),CWDM/12/1491.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_AL-TIJNXBPIO0A-LQM2-1/2/1),CWDM/13/1511.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_AL-TIJNXBPIO0A-LQM2-1/2/2),CWDM/16/1571.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_A-TIJNXBPIO0A-LQM2-1/4/1),CWDM/17/1591.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2_A-TIJNXBPIO0A-LQM2-1/4/2),CWDM/18/1611.00nm/-THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-5,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBPPO0R.01,OptiX OSN 1800,12-1,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/6/1531.12nm/195.800THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-3,LQM2,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-3,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-2,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-2,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-1,LQM2,2,2(IN2/OUT2),C/60/1552.52nm/193.100THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-4,LQM2,1,1(IN1/OUT1),C/58/1551.72nm/193.200THz
TIJNXBPPO0S.03,OptiX OSN 1800,12-26,Shelf0(REPISA 3)-4,LQM2,2,2(IN2/OUT2),C/50/1548.51nm/193.600THz
TIJNXBPPO0S.04,OptiX OSN 1800,12-37,Shelf0(REPISA 4)-5,LSX,1,1(IN/OUT),C/56/1550.92nm/193.300THz
TIJNXBPPO0S.04,OptiX OSN 1800,12-37,Shelf0(REPISA 4)-4,LSX,1,1(IN/OUT),C/72/1557.36nm/192.500THz
TIJNXBPPO0S.04,OptiX OSN 1800,12-37,Shelf0(REPISA 4)-3,LSX,1,1(IN/OUT),C/74/1558.17nm/192.400THz
TIJNXBPPO0S.04,OptiX OSN 1800,12-37,Shelf0(REPISA 4)-2,LSX,1,1(IN/OUT),C/76/1558.98nm/192.300THz
TIJNXBPPO0S.05,OptiX OSN 1800,12-87,Shelf0(REPISA 5)-3,LSX,1,1(IN/OUT),C/68/1555.75nm/192.700THz
TIJNXBPPO0S.05,OptiX OSN 1800,12-87,Shelf0(REPISA 5)-4,LSX,1,1(IN/OUT),C/66/1554.94nm/192.800THz
TIJNXBPPO0S.05,OptiX OSN 1800,12-87,Shelf0(REPISA 5)-6,LQM2,1,1(IN1/OUT1),C/70/1556.55nm/192.600THz
TIJNXBPPO0S.05,OptiX OSN 1800,12-87,Shelf0(REPISA 5)-6,LQM2,2,2(IN2/OUT2),/
TJDOHGPIO02.01,OptiX OSN 1800,12-3049,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT_2/10Gb/193.40/ATOTHGATO04-TJDOHGPIO02),C/54/1550.12nm/193.400THz
TJDOHGPIO02.01,OptiX OSN 1800,12-3049,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT_1/10Gb/193.50/TJDOHGPIO02-TULAHGTUO15),C/52/1549.32nm/193.500THz
TJDOHGPIO02.01,OptiX OSN 1800,12-3049,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_3/2.5Gb/193.30/ATOTHGATO04-TJDOHGPIO02),C/56/1550.92nm/193.300THz
TJDOHGPIO02.01,OptiX OSN 1800,12-3049,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),/
TLCCPBTLO01.01,OptiX OSN 1800,12-2303,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_2/10Gb/193.00/TCCHPBTEO0E-TLCCPBTLO01),C/62/1553.33nm/193.000THz
TLCCPBTLO01.01,OptiX OSN 1800,12-2303,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1_2/10Gb/193.00/SMLAPBSMO00-TLCCPBTLO01),C/62/1553.33nm/193.000THz
TLCCPBTLO01.01,OptiX OSN 1800,12-2303,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/TCCHPBTEO0E-TLCCPBTLO01),C/64/1554.13nm/192.900THz
TLCCPBTLO01.01,OptiX OSN 1800,12-2303,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2_1/2.5Gb/192.90/SMLAPBSMO00-TLCCPBTLO01),C/64/1554.13nm/192.900THz
TLCCPBTLO01.01,OptiX OSN 1800,12-2303,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_2/2.5Gb/193.30/TLHLHGTHRLO-TULAHGTUO15),C/56/1550.92nm/193.300THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_3/2.5Gb/193.40/TLHLHGTHRLO-TULAHGTUO15),C/54/1550.12nm/193.400THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),/
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1_4/2.5Gb/193.50/TLHLHGTHRLO-TULAHGTUO15),C/52/1549.32nm/193.500THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2_5/2.5Gb/193.60/TLHLHGTHRLO-TULAHGTUO15),C/50/1548.51nm/193.600THz
TLHLHGTHRL0.01,OptiX OSN 1800,12-3074,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_AL_TLHLHGTHRL0-MR4-1/6/4),C/50/1548.51nm/193.600THz
